shop_id,date,day_of_week,shop_area_sq_ft,Shop_profile,revenue,quantity_sold
34,2021-10-23,2,381,2.0,17360,89
34,2021-10-24,3,381,2.0,9020,46
34,2021-10-25,1,381,2.0,17145,76
34,2021-10-26,5,381,2.0,18030,71
34,2021-10-27,6,381,2.0,13625,54
34,2021-10-28,4,381,2.0,20490,77
34,2021-10-29,0,381,2.0,9865,53
34,2021-10-30,2,381,2.0,8685,49
34,2021-10-31,3,381,2.0,5410,29
34,2021-11-01,1,381,2.0,10000,44
34,2021-11-02,5,381,2.0,8300,45
34,2021-11-03,6,381,2.0,8605,50
34,2021-11-04,4,381,2.0,12610,65
34,2021-11-05,0,381,2.0,6610,35
34,2021-11-06,2,381,2.0,11660,59
34,2021-11-07,3,381,2.0,5445,29
34,2021-11-08,1,381,2.0,3665,21
34,2021-11-09,5,381,2.0,5780,38
34,2021-11-10,6,381,2.0,16510,65
34,2021-11-11,4,381,2.0,9345,39
34,2021-11-12,0,381,2.0,7380,41
34,2021-11-13,2,381,2.0,13000,62
34,2021-11-14,3,381,2.0,13490,56
34,2021-11-15,1,381,2.0,4960,24
34,2021-11-16,5,381,2.0,11280,54
34,2021-11-17,6,381,2.0,11045,60
34,2021-11-18,4,381,2.0,8970,47
34,2021-11-19,0,381,2.0,16310,64
34,2021-11-20,2,381,2.0,10400,55
34,2021-11-21,3,381,2.0,9390,45
34,2021-11-22,1,381,2.0,5665,29
34,2021-11-23,5,381,2.0,3490,20
34,2021-11-24,6,381,2.0,6535,37
34,2021-11-25,4,381,2.0,9280,48
34,2021-11-26,0,381,2.0,13750,69
34,2021-11-27,2,381,2.0,21820,90
34,2021-11-28,3,381,2.0,17120,73
34,2021-11-29,1,381,2.0,20240,81
34,2021-11-30,5,381,2.0,18710,73
34,2021-12-01,6,381,2.0,13250,60
34,2021-12-02,4,381,2.0,11505,64
34,2021-12-03,0,381,2.0,23870,99
34,2021-12-04,2,381,2.0,21030,81
34,2021-12-05,3,381,2.0,17660,76
34,2021-12-06,1,381,2.0,11535,49
34,2021-12-07,5,381,2.0,15395,83
34,2021-12-08,6,381,2.0,11170,48
34,2021-12-09,4,381,2.0,22265,80
34,2021-12-10,0,381,2.0,32580,131
34,2021-12-11,2,381,2.0,17970,103
34,2021-12-12,3,381,2.0,20515,87
34,2021-12-13,1,381,2.0,17690,69
34,2021-12-14,5,381,2.0,18830,66
34,2021-12-15,6,381,2.0,21805,92
35,2021-10-15,0,351,2.0,30840,117
35,2021-10-16,2,351,2.0,34065,121
35,2021-10-17,3,351,2.0,32720,135
35,2021-10-18,1,351,2.0,28515,120
35,2021-10-19,5,351,2.0,19900,89
35,2021-10-20,6,351,2.0,15545,71
35,2021-10-21,4,351,2.0,20330,100
35,2021-10-22,0,351,2.0,20975,102
35,2021-10-23,2,351,2.0,18045,103
35,2021-10-24,3,351,2.0,26010,109
35,2021-10-25,1,351,2.0,23490,109
35,2021-10-26,5,351,2.0,14450,56
35,2021-10-27,6,351,2.0,14200,68
35,2021-10-28,4,351,2.0,25450,118
35,2021-10-29,0,351,2.0,24785,92
35,2021-10-30,2,351,2.0,29850,115
35,2021-10-31,3,351,2.0,17405,89
35,2021-11-01,1,351,2.0,16610,63
35,2021-11-02,5,351,2.0,15565,81
35,2021-11-03,6,351,2.0,11645,68
35,2021-11-04,4,351,2.0,12990,54
35,2021-11-05,0,351,2.0,12465,70
35,2021-11-06,2,351,2.0,24155,116
35,2021-11-07,3,351,2.0,12970,63
35,2021-11-08,1,351,2.0,6600,39
35,2021-11-09,5,351,2.0,6745,36
35,2021-11-10,6,351,2.0,18070,69
35,2021-11-11,4,351,2.0,19900,82
35,2021-11-12,0,351,2.0,22130,93
35,2021-11-13,2,351,2.0,23595,93
35,2021-11-14,3,351,2.0,16700,68
35,2021-11-15,1,351,2.0,13400,58
35,2021-11-16,5,351,2.0,14680,60
35,2021-11-17,6,351,2.0,21575,92
35,2021-11-18,4,351,2.0,15405,69
35,2021-11-19,0,351,2.0,16550,80
35,2021-11-20,2,351,2.0,12340,66
35,2021-11-21,3,351,2.0,26200,116
35,2021-11-22,1,351,2.0,5140,29
35,2021-11-23,5,351,2.0,11350,56
35,2021-11-24,6,351,2.0,13250,57
35,2021-11-25,4,351,2.0,7920,47
35,2021-11-26,0,351,2.0,36970,148
35,2021-11-27,2,351,2.0,40715,155
35,2021-11-28,3,351,2.0,46990,179
35,2021-11-29,1,351,2.0,19490,94
35,2021-11-30,5,351,2.0,28140,105
35,2021-12-01,6,351,2.0,15035,68
35,2021-12-02,4,351,2.0,28810,107
35,2021-12-03,0,351,2.0,44790,176
35,2021-12-04,2,351,2.0,27835,126
35,2021-12-05,3,351,2.0,29420,126
35,2021-12-06,1,351,2.0,21380,93
35,2021-12-07,5,351,2.0,14650,85
35,2021-12-08,6,351,2.0,24585,121
35,2021-12-09,4,351,2.0,22265,102
35,2021-12-10,0,351,2.0,42420,150
35,2021-12-11,2,351,2.0,37140,154
35,2021-12-12,3,351,2.0,36090,152
35,2021-12-13,1,351,2.0,31880,106
35,2021-12-14,5,351,2.0,31000,113
35,2021-12-15,6,351,2.0,21975,86
36,2021-10-15,0,717,1.0,13685,64
36,2021-10-16,2,717,1.0,17405,96
36,2021-10-17,3,717,1.0,35310,149
36,2021-10-18,1,717,1.0,15100,83
36,2021-10-19,5,717,1.0,26610,124
36,2021-10-20,6,717,1.0,26050,96
36,2021-10-21,4,717,1.0,10460,69
36,2021-10-22,0,717,1.0,13990,77
36,2021-10-23,2,717,1.0,23570,115
36,2021-10-24,3,717,1.0,21840,92
36,2021-10-25,1,717,1.0,18815,98
36,2021-10-26,5,717,1.0,11760,75
36,2021-10-27,6,717,1.0,18130,86
36,2021-10-28,4,717,1.0,13770,61
36,2021-10-29,0,717,1.0,13085,72
36,2021-10-30,2,717,1.0,17020,69
36,2021-10-31,3,717,1.0,16325,87
36,2021-11-01,1,717,1.0,11750,57
36,2021-11-02,5,717,1.0,7905,55
36,2021-11-03,6,717,1.0,10625,59
36,2021-11-04,4,717,1.0,13810,71
36,2021-11-05,0,717,1.0,12150,60
36,2021-11-06,2,717,1.0,13530,84
36,2021-11-07,3,717,1.0,10950,59
36,2021-11-08,1,717,1.0,8765,47
36,2021-11-09,5,717,1.0,5935,48
36,2021-11-10,6,717,1.0,9500,45
36,2021-11-11,4,717,1.0,12130,67
36,2021-11-12,0,717,1.0,7940,43
36,2021-11-13,2,717,1.0,10790,65
36,2021-11-14,3,717,1.0,15150,69
36,2021-11-15,1,717,1.0,3875,28
36,2021-11-16,5,717,1.0,7500,45
36,2021-11-17,6,717,1.0,9235,67
36,2021-11-18,4,717,1.0,15905,90
36,2021-11-19,0,717,1.0,15765,72
36,2021-11-20,2,717,1.0,22655,123
36,2021-11-21,3,717,1.0,15360,86
36,2021-11-22,1,717,1.0,10925,66
36,2021-11-23,5,717,1.0,11035,62
36,2021-11-24,6,717,1.0,10820,51
36,2021-11-25,4,717,1.0,12630,74
36,2021-11-26,0,717,1.0,23600,110
36,2021-11-27,2,717,1.0,32880,139
36,2021-11-28,3,717,1.0,26640,104
36,2021-11-29,1,717,1.0,14515,73
36,2021-11-30,5,717,1.0,15565,77
36,2021-12-01,6,717,1.0,26255,111
36,2021-12-02,4,717,1.0,17920,100
36,2021-12-03,0,717,1.0,26295,110
36,2021-12-04,2,717,1.0,35640,151
36,2021-12-05,3,717,1.0,29020,136
36,2021-12-06,1,717,1.0,15960,70
36,2021-12-07,5,717,1.0,15875,97
36,2021-12-08,6,717,1.0,14375,77
36,2021-12-09,4,717,1.0,14240,87
36,2021-12-10,0,717,1.0,30440,131
36,2021-12-11,2,717,1.0,35620,159
36,2021-12-12,3,717,1.0,45365,193
36,2021-12-13,1,717,1.0,24425,112
36,2021-12-14,5,717,1.0,20545,88
36,2021-12-15,6,717,1.0,14800,89
37,2021-10-15,0,411,nan,23975,108
37,2021-10-16,2,411,nan,19575,83
37,2021-10-17,3,411,nan,31855,139
37,2021-10-18,1,411,nan,19300,92
37,2021-10-19,5,411,nan,32010,146
37,2021-10-20,6,411,nan,27995,113
37,2021-10-21,4,411,nan,18370,80
37,2021-10-22,0,411,nan,16525,83
37,2021-10-23,2,411,nan,23570,98
37,2021-10-24,3,411,nan,15565,77
37,2021-10-25,1,411,nan,10110,57
37,2021-10-26,5,411,nan,13465,57
37,2021-10-27,6,411,nan,18280,73
37,2021-10-28,4,411,nan,5970,33
37,2021-10-29,0,411,nan,7460,41
37,2021-10-30,2,411,nan,12490,77
37,2021-10-31,3,411,nan,20045,92
37,2021-11-01,1,411,nan,9125,47
37,2021-11-02,5,411,nan,13680,62
37,2021-11-03,6,411,nan,17540,83
37,2021-11-04,4,411,nan,16630,79
37,2021-11-05,0,411,nan,5320,35
37,2021-11-06,2,411,nan,11720,53
37,2021-11-07,3,411,nan,12400,68
37,2021-11-08,1,411,nan,5795,43
37,2021-11-09,5,411,nan,7160,55
37,2021-11-10,6,411,nan,7465,35
37,2021-11-11,4,411,nan,7415,54
37,2021-11-12,0,411,nan,12520,59
37,2021-11-13,2,411,nan,13485,82
37,2021-11-14,3,411,nan,11415,52
37,2021-11-15,1,411,nan,5170,27
37,2021-11-16,5,411,nan,9610,49
37,2021-11-17,6,411,nan,5540,33
37,2021-11-18,4,411,nan,14155,64
37,2021-11-19,0,411,nan,14260,67
37,2021-11-20,2,411,nan,14845,71
37,2021-11-21,3,411,nan,9255,51
37,2021-11-22,1,411,nan,8000,51
37,2021-11-23,5,411,nan,5930,40
37,2021-11-24,6,411,nan,5045,28
37,2021-11-25,4,411,nan,10205,45
37,2021-11-26,0,411,nan,33740,136
37,2021-11-27,2,411,nan,32840,135
37,2021-11-28,3,411,nan,43480,120
37,2021-11-29,1,411,nan,26770,101
37,2021-11-30,5,411,nan,26695,122
37,2021-12-01,6,411,nan,25960,87
37,2021-12-02,4,411,nan,16080,66
37,2021-12-03,0,411,nan,29495,119
37,2021-12-04,2,411,nan,57780,179
37,2021-12-05,3,411,nan,26725,119
37,2021-12-06,1,411,nan,28060,86
37,2021-12-07,5,411,nan,9480,45
37,2021-12-08,6,411,nan,11980,69
37,2021-12-09,4,411,nan,10810,68
37,2021-12-10,0,411,nan,39610,142
37,2021-12-11,2,411,nan,33460,152
37,2021-12-12,3,411,nan,31550,118
37,2021-12-13,1,411,nan,25605,84
37,2021-12-14,5,411,nan,15555,72
37,2021-12-15,6,411,nan,17090,77
38,2021-10-15,0,640,2.0,23215,119
38,2021-10-16,2,640,2.0,26865,125
38,2021-10-17,3,640,2.0,17870,88
38,2021-10-18,1,640,2.0,22255,117
38,2021-10-19,5,640,2.0,35105,153
38,2021-10-20,6,640,2.0,20945,97
38,2021-10-21,4,640,2.0,13045,73
38,2021-10-22,0,640,2.0,20645,104
38,2021-10-23,2,640,2.0,37850,175
38,2021-10-24,3,640,2.0,23705,119
38,2021-10-25,1,640,2.0,19870,95
38,2021-10-26,5,640,2.0,22310,113
38,2021-10-27,6,640,2.0,26665,121
38,2021-10-28,4,640,2.0,10940,61
38,2021-10-29,0,640,2.0,22035,100
38,2021-10-30,2,640,2.0,22500,104
38,2021-10-31,3,640,2.0,15440,90
38,2021-11-01,1,640,2.0,14200,93
38,2021-11-02,5,640,2.0,13560,87
38,2021-11-03,6,640,2.0,19390,90
38,2021-11-04,4,640,2.0,16560,83
38,2021-11-05,0,640,2.0,23465,97
38,2021-11-06,2,640,2.0,19660,110
38,2021-11-07,3,640,2.0,9535,56
38,2021-11-08,1,640,2.0,7260,41
38,2021-11-09,5,640,2.0,12945,75
38,2021-11-10,6,640,2.0,12430,82
38,2021-11-11,4,640,2.0,12570,66
38,2021-11-12,0,640,2.0,8660,66
38,2021-11-13,2,640,2.0,22335,120
38,2021-11-14,3,640,2.0,16805,80
38,2021-11-15,1,640,2.0,11330,54
38,2021-11-16,5,640,2.0,6945,50
38,2021-11-17,6,640,2.0,10780,70
38,2021-11-18,4,640,2.0,18755,101
38,2021-11-19,0,640,2.0,9120,48
38,2021-11-20,2,640,2.0,16440,88
38,2021-11-21,3,640,2.0,14340,79
38,2021-11-22,1,640,2.0,14820,77
38,2021-11-23,5,640,2.0,15350,91
38,2021-11-24,6,640,2.0,8805,46
38,2021-11-25,4,640,2.0,19630,96
38,2021-11-26,0,640,2.0,25100,118
38,2021-11-27,2,640,2.0,27150,141
38,2021-11-28,3,640,2.0,28810,132
38,2021-11-29,1,640,2.0,20920,87
38,2021-11-30,5,640,2.0,17830,74
38,2021-12-01,6,640,2.0,19550,98
38,2021-12-02,4,640,2.0,22475,108
38,2021-12-03,0,640,2.0,34380,166
38,2021-12-04,2,640,2.0,37875,179
38,2021-12-05,3,640,2.0,28840,152
38,2021-12-06,1,640,2.0,18035,112
38,2021-12-07,5,640,2.0,19560,108
38,2021-12-08,6,640,2.0,21120,123
38,2021-12-09,4,640,2.0,16935,94
38,2021-12-10,0,640,2.0,39325,171
38,2021-12-11,2,640,2.0,38060,163
38,2021-12-12,3,640,2.0,39590,185
38,2021-12-13,1,640,2.0,28765,115
38,2021-12-14,5,640,2.0,30680,108
38,2021-12-15,6,640,2.0,23770,107
39,2021-10-15,0,541,2.0,21825,84
39,2021-10-16,2,541,2.0,22580,87
39,2021-10-17,3,541,2.0,33990,137
39,2021-10-18,1,541,2.0,26510,102
39,2021-10-19,5,541,2.0,34950,146
39,2021-10-20,6,541,2.0,26040,84
39,2021-10-21,4,541,2.0,19350,88
39,2021-10-22,0,541,2.0,16480,73
39,2021-10-23,2,541,2.0,34610,124
39,2021-10-24,3,541,2.0,21680,93
39,2021-10-25,1,541,2.0,17420,63
39,2021-10-26,5,541,2.0,14700,57
39,2021-10-27,6,541,2.0,30000,86
39,2021-10-28,4,541,2.0,18000,85
39,2021-10-29,0,541,2.0,14370,69
39,2021-10-30,2,541,2.0,13000,71
39,2021-10-31,3,541,2.0,10460,62
39,2021-11-01,1,541,2.0,6840,36
39,2021-11-02,5,541,2.0,13070,57
39,2021-11-03,6,541,2.0,4330,37
39,2021-11-04,4,541,2.0,16870,67
39,2021-11-05,0,541,2.0,12610,45
39,2021-11-06,2,541,2.0,11840,55
39,2021-11-07,3,541,2.0,6770,39
39,2021-11-08,1,541,2.0,7685,39
39,2021-11-09,5,541,2.0,10450,53
39,2021-11-10,6,541,2.0,8320,45
39,2021-11-11,4,541,2.0,14910,65
39,2021-11-12,0,541,2.0,16970,61
39,2021-11-13,2,541,2.0,16760,83
39,2021-11-14,3,541,2.0,13175,63
39,2021-11-15,1,541,2.0,7050,35
39,2021-11-16,5,541,2.0,10905,46
39,2021-11-17,6,541,2.0,11895,67
39,2021-11-18,4,541,2.0,18125,79
39,2021-11-19,0,541,2.0,13525,79
39,2021-11-20,2,541,2.0,19270,99
39,2021-11-21,3,541,2.0,17730,81
39,2021-11-22,1,541,2.0,8260,41
39,2021-11-23,5,541,2.0,15480,63
39,2021-11-24,6,541,2.0,16230,59
39,2021-11-25,4,541,2.0,6765,32
39,2021-11-26,0,541,2.0,32170,113
39,2021-11-27,2,541,2.0,30370,116
39,2021-11-28,3,541,2.0,25515,88
39,2021-11-29,1,541,2.0,23625,85
39,2021-11-30,5,541,2.0,7870,36
39,2021-12-01,6,541,2.0,11525,53
39,2021-12-02,4,541,2.0,24050,86
39,2021-12-03,0,541,2.0,28420,117
39,2021-12-04,2,541,2.0,34240,138
39,2021-12-05,3,541,2.0,16205,70
39,2021-12-06,1,541,2.0,14775,73
39,2021-12-07,5,541,2.0,15005,78
39,2021-12-08,6,541,2.0,15465,80
39,2021-12-09,4,541,2.0,36880,112
39,2021-12-10,0,541,2.0,34715,151
39,2021-12-11,2,541,2.0,47595,187
39,2021-12-12,3,541,2.0,30870,111
39,2021-12-13,1,541,2.0,12755,40
39,2021-12-14,5,541,2.0,26080,78
39,2021-12-15,6,541,2.0,19440,87
40,2021-10-15,0,676,1.0,15810,83
40,2021-10-16,2,676,1.0,21300,113
40,2021-10-17,3,676,1.0,25340,115
40,2021-10-18,1,676,1.0,20465,94
40,2021-10-19,5,676,1.0,30425,134
40,2021-10-20,6,676,1.0,19800,91
40,2021-10-21,4,676,1.0,20290,75
40,2021-10-22,0,676,1.0,17685,76
40,2021-10-23,2,676,1.0,28135,115
40,2021-10-24,3,676,1.0,20580,88
40,2021-10-25,1,676,1.0,25665,94
40,2021-10-26,5,676,1.0,7270,40
40,2021-10-27,6,676,1.0,5960,34
40,2021-10-28,4,676,1.0,17450,57
40,2021-10-29,0,676,1.0,9470,45
40,2021-10-30,2,676,1.0,10230,51
40,2021-10-31,3,676,1.0,16820,99
40,2021-11-01,1,676,1.0,5830,34
40,2021-11-02,5,676,1.0,10025,58
40,2021-11-03,6,676,1.0,9265,62
40,2021-11-04,4,676,1.0,11995,67
40,2021-11-05,0,676,1.0,14990,66
40,2021-11-06,2,676,1.0,8710,45
40,2021-11-07,3,676,1.0,11540,63
40,2021-11-08,1,676,1.0,6070,39
40,2021-11-09,5,676,1.0,7270,46
40,2021-11-10,6,676,1.0,6215,43
40,2021-11-11,4,676,1.0,14950,64
40,2021-11-12,0,676,1.0,14490,69
40,2021-11-13,2,676,1.0,15220,79
40,2021-11-14,3,676,1.0,7125,38
40,2021-11-15,1,676,1.0,10210,44
40,2021-11-16,5,676,1.0,4060,32
40,2021-11-17,6,676,1.0,9725,64
40,2021-11-18,4,676,1.0,11570,51
40,2021-11-19,0,676,1.0,14120,67
40,2021-11-20,2,676,1.0,13225,77
40,2021-11-21,3,676,1.0,12150,58
40,2021-11-22,1,676,1.0,7600,44
40,2021-11-23,5,676,1.0,6080,38
40,2021-11-24,6,676,1.0,10680,41
40,2021-11-25,4,676,1.0,6390,31
40,2021-11-26,0,676,1.0,30680,102
40,2021-11-27,2,676,1.0,32070,136
40,2021-11-28,3,676,1.0,21950,107
40,2021-11-29,1,676,1.0,14450,61
40,2021-11-30,5,676,1.0,23770,80
40,2021-12-01,6,676,1.0,25250,95
40,2021-12-02,4,676,1.0,20090,75
40,2021-12-03,0,676,1.0,35925,134
40,2021-12-04,2,676,1.0,28810,114
40,2021-12-05,3,676,1.0,36610,146
40,2021-12-06,1,676,1.0,22220,80
40,2021-12-07,5,676,1.0,20680,102
40,2021-12-08,6,676,1.0,13760,63
40,2021-12-09,4,676,1.0,13255,67
40,2021-12-10,0,676,1.0,20495,92
40,2021-12-11,2,676,1.0,47690,158
40,2021-12-12,3,676,1.0,26555,111
40,2021-12-13,1,676,1.0,20825,88
40,2021-12-14,5,676,1.0,24525,98
40,2021-12-15,6,676,1.0,18970,76
41,2021-10-15,0,676,1.0,17605,75
41,2021-10-16,2,676,1.0,19420,86
41,2021-10-17,3,676,1.0,18840,99
41,2021-10-18,1,676,1.0,15290,71
41,2021-10-19,5,676,1.0,19885,101
41,2021-10-20,6,676,1.0,11315,57
41,2021-10-21,4,676,1.0,12330,57
41,2021-10-22,0,676,1.0,19180,88
41,2021-10-23,2,676,1.0,16950,90
41,2021-10-24,3,676,1.0,29030,113
41,2021-10-25,1,676,1.0,16635,81
41,2021-10-26,5,676,1.0,20495,72
41,2021-10-27,6,676,1.0,11575,61
41,2021-10-28,4,676,1.0,15315,61
41,2021-10-29,0,676,1.0,5100,33
41,2021-10-30,2,676,1.0,19810,94
41,2021-10-31,3,676,1.0,12385,63
41,2021-11-01,1,676,1.0,5175,28
41,2021-11-02,5,676,1.0,9255,47
41,2021-11-03,6,676,1.0,8470,39
41,2021-11-04,4,676,1.0,12490,57
41,2021-11-05,0,676,1.0,5290,30
41,2021-11-06,2,676,1.0,19015,107
41,2021-11-07,3,676,1.0,5760,33
41,2021-11-08,1,676,1.0,5300,30
41,2021-11-09,5,676,1.0,7950,44
41,2021-11-10,6,676,1.0,7215,48
41,2021-11-11,4,676,1.0,7145,40
41,2021-11-12,0,676,1.0,9865,50
41,2021-11-13,2,676,1.0,21315,104
41,2021-11-14,3,676,1.0,14705,86
41,2021-11-15,1,676,1.0,3995,25
41,2021-11-16,5,676,1.0,8490,58
41,2021-11-17,6,676,1.0,6195,37
41,2021-11-18,4,676,1.0,13400,70
41,2021-11-19,0,676,1.0,13780,63
41,2021-11-20,2,676,1.0,15550,65
41,2021-11-21,3,676,1.0,8875,49
41,2021-11-22,1,676,1.0,11620,54
41,2021-11-23,5,676,1.0,7030,41
41,2021-11-24,6,676,1.0,6640,33
41,2021-11-25,4,676,1.0,3405,22
41,2021-11-26,0,676,1.0,23530,97
41,2021-11-27,2,676,1.0,34830,128
41,2021-11-28,3,676,1.0,22720,98
41,2021-11-29,1,676,1.0,16410,65
41,2021-11-30,5,676,1.0,23715,107
41,2021-12-01,6,676,1.0,14385,66
41,2021-12-02,4,676,1.0,20620,81
41,2021-12-03,0,676,1.0,20960,97
41,2021-12-04,2,676,1.0,25890,115
41,2021-12-05,3,676,1.0,20650,113
41,2021-12-06,1,676,1.0,14200,72
41,2021-12-07,5,676,1.0,12875,72
41,2021-12-08,6,676,1.0,21065,86
41,2021-12-09,4,676,1.0,14545,77
41,2021-12-10,0,676,1.0,24360,109
41,2021-12-11,2,676,1.0,30115,153
41,2021-12-12,3,676,1.0,26530,112
41,2021-12-13,1,676,1.0,16305,82
41,2021-12-14,5,676,1.0,15100,68
41,2021-12-15,6,676,1.0,22620,92
42,2021-10-15,0,676,3.0,29065,140
42,2021-10-16,2,676,3.0,46615,205
42,2021-10-17,3,676,3.0,32825,156
42,2021-10-18,1,676,3.0,49370,185
42,2021-10-19,5,676,3.0,65415,260
42,2021-10-20,6,676,3.0,30600,131
42,2021-10-21,4,676,3.0,17360,75
42,2021-10-22,0,676,3.0,27365,126
42,2021-10-23,2,676,3.0,43145,191
42,2021-10-24,3,676,3.0,34650,158
42,2021-10-25,1,676,3.0,29385,112
42,2021-10-26,5,676,3.0,17775,93
42,2021-10-27,6,676,3.0,24955,122
42,2021-10-28,4,676,3.0,31880,109
42,2021-10-29,0,676,3.0,19940,108
42,2021-10-30,2,676,3.0,30440,152
42,2021-10-31,3,676,3.0,30440,150
42,2021-11-01,1,676,3.0,32130,116
42,2021-11-02,5,676,3.0,19485,107
42,2021-11-03,6,676,3.0,18850,121
42,2021-11-04,4,676,3.0,27660,136
42,2021-11-05,0,676,3.0,25320,117
42,2021-11-06,2,676,3.0,28640,152
42,2021-11-07,3,676,3.0,18620,113
42,2021-11-08,1,676,3.0,15875,87
42,2021-11-09,5,676,3.0,19200,103
42,2021-11-10,6,676,3.0,16460,93
42,2021-11-11,4,676,3.0,16510,95
42,2021-11-12,0,676,3.0,31065,132
42,2021-11-13,2,676,3.0,36165,172
42,2021-11-14,3,676,3.0,19405,99
42,2021-11-15,1,676,3.0,10050,63
42,2021-11-16,5,676,3.0,18870,90
42,2021-11-17,6,676,3.0,18300,95
42,2021-11-18,4,676,3.0,23990,133
42,2021-11-19,0,676,3.0,30690,144
42,2021-11-20,2,676,3.0,28950,153
42,2021-11-21,3,676,3.0,25245,140
42,2021-11-22,1,676,3.0,12430,68
42,2021-11-23,5,676,3.0,16895,100
42,2021-11-24,6,676,3.0,13935,70
42,2021-11-25,4,676,3.0,27240,118
42,2021-11-26,0,676,3.0,49190,207
42,2021-11-27,2,676,3.0,57665,247
42,2021-11-28,3,676,3.0,57085,224
42,2021-11-29,1,676,3.0,32170,122
42,2021-11-30,5,676,3.0,28500,109
42,2021-12-01,6,676,3.0,31845,139
42,2021-12-02,4,676,3.0,37580,168
42,2021-12-03,0,676,3.0,47200,188
42,2021-12-04,2,676,3.0,53355,251
42,2021-12-05,3,676,3.0,66280,260
42,2021-12-06,1,676,3.0,34700,108
42,2021-12-07,5,676,3.0,28555,131
42,2021-12-08,6,676,3.0,22435,125
42,2021-12-09,4,676,3.0,31615,135
42,2021-12-10,0,676,3.0,58270,243
42,2021-12-11,2,676,3.0,70535,288
42,2021-12-12,3,676,3.0,56700,242
42,2021-12-13,1,676,3.0,30090,138
42,2021-12-14,5,676,3.0,38815,159
42,2021-12-15,6,676,3.0,38725,155
43,2021-10-15,0,715,nan,20560,104
43,2021-10-16,2,715,nan,15230,75
43,2021-10-17,3,715,nan,20360,95
43,2021-10-18,1,715,nan,13570,66
43,2021-10-19,5,715,nan,30070,108
43,2021-10-20,6,715,nan,13140,61
43,2021-10-21,4,715,nan,13880,60
43,2021-10-22,0,715,nan,16020,70
43,2021-10-23,2,715,nan,22780,95
43,2021-10-24,3,715,nan,15900,76
43,2021-10-25,1,715,nan,15340,62
43,2021-10-26,5,715,nan,20705,68
43,2021-10-27,6,715,nan,15030,65
43,2021-10-28,4,715,nan,16500,66
43,2021-10-29,0,715,nan,4400,28
43,2021-10-30,2,715,nan,10170,55
43,2021-10-31,3,715,nan,8130,47
43,2021-11-01,1,715,nan,8050,39
43,2021-11-02,5,715,nan,5100,35
43,2021-11-03,6,715,nan,6290,38
43,2021-11-04,4,715,nan,8520,42
43,2021-11-05,0,715,nan,14760,58
43,2021-11-06,2,715,nan,11470,50
43,2021-11-07,3,715,nan,9060,51
43,2021-11-08,1,715,nan,6520,29
43,2021-11-09,5,715,nan,7160,45
43,2021-11-10,6,715,nan,10490,47
43,2021-11-11,4,715,nan,8070,56
43,2021-11-12,0,715,nan,8920,59
43,2021-11-13,2,715,nan,9800,57
43,2021-11-14,3,715,nan,9150,48
43,2021-11-15,1,715,nan,7700,32
43,2021-11-16,5,715,nan,6610,34
43,2021-11-17,6,715,nan,7860,45
43,2021-11-18,4,715,nan,9240,35
43,2021-11-19,0,715,nan,9390,60
43,2021-11-20,2,715,nan,12915,69
43,2021-11-21,3,715,nan,15750,76
43,2021-11-22,1,715,nan,8420,47
43,2021-11-23,5,715,nan,13470,63
43,2021-11-24,6,715,nan,5250,43
43,2021-11-25,4,715,nan,4920,26
43,2021-11-26,0,715,nan,31890,110
43,2021-11-27,2,715,nan,28050,97
43,2021-11-28,3,715,nan,35930,146
43,2021-11-29,1,715,nan,7570,28
43,2021-11-30,5,715,nan,10230,55
43,2021-12-01,6,715,nan,11120,50
43,2021-12-02,4,715,nan,17090,64
43,2021-12-03,0,715,nan,15210,84
43,2021-12-04,2,715,nan,17315,78
43,2021-12-05,3,715,nan,23060,77
43,2021-12-06,1,715,nan,6450,39
43,2021-12-07,5,715,nan,17090,67
43,2021-12-08,6,715,nan,20810,84
43,2021-12-09,4,715,nan,15525,62
43,2021-12-10,0,715,nan,22570,100
43,2021-12-11,2,715,nan,32140,116
43,2021-12-12,3,715,nan,49150,155
43,2021-12-13,1,715,nan,22730,60
43,2021-12-14,5,715,nan,26750,100
43,2021-12-15,6,715,nan,14400,68
44,2021-10-15,0,742,3.0,25685,121
44,2021-10-16,2,742,3.0,30510,140
44,2021-10-17,3,742,3.0,29370,122
44,2021-10-18,1,742,3.0,33535,133
44,2021-10-19,5,742,3.0,31515,137
44,2021-10-20,6,742,3.0,36295,154
44,2021-10-21,4,742,3.0,19275,91
44,2021-10-22,0,742,3.0,23815,105
44,2021-10-23,2,742,3.0,35235,149
44,2021-10-24,3,742,3.0,23375,106
44,2021-10-25,1,742,3.0,22595,113
44,2021-10-26,5,742,3.0,15915,87
44,2021-10-27,6,742,3.0,16225,92
44,2021-10-28,4,742,3.0,9235,48
44,2021-10-29,0,742,3.0,15340,80
44,2021-10-30,2,742,3.0,19610,99
44,2021-10-31,3,742,3.0,19690,106
44,2021-11-01,1,742,3.0,5040,29
44,2021-11-02,5,742,3.0,14450,70
44,2021-11-03,6,742,3.0,15720,71
44,2021-11-04,4,742,3.0,15350,93
44,2021-11-05,0,742,3.0,12145,66
44,2021-11-06,2,742,3.0,21440,102
44,2021-11-07,3,742,3.0,10070,56
44,2021-11-08,1,742,3.0,16910,89
44,2021-11-09,5,742,3.0,11935,50
44,2021-11-10,6,742,3.0,24165,105
44,2021-11-11,4,742,3.0,8810,67
